Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,247,0.002755,17140,123,0.002513,9824,0,123,0,0.000000
1,224,0.003020,15556,112,0.002864,8946,0,112,0,0.000000
2,216,0.002926,15009,108,0.003379,8614,0,108,0,0.000000
3,168,0.004060,11646,84,0.003702,6698,0,84,0,0.000000
4,210,0.003157,14570,105,0.003250,8392,0,105,0,0.000000
5,185,0.003734,12843,93,0.003264,7430,0,93,0,0.000000
6,211,0.003118,14641,105,0.003230,8374,0,105,0,0.000000
7,224,0.003028,15534,112,0.002805,8930,0,112,0,0.000000
8,207,0.003385,14363,104,0.002840,8290,0,104,0,0.000000
9,188,0.003551,13044,93,0.003491,7416,0,93,0,0.000000
10,229,0.002628,15890,115,0.003448,9176,0,115,0,0.000000
11,247,0.002773,17121,123,0.002569,9808,0,123,0,0.000000
12,196,0.003376,13605,98,0.003314,7822,0,98,0,0.000000
13,228,0.002843,15814,115,0.003097,9168,0,115,0,0.000000
14,156,0.003713,10836,77,0.005360,6144,0,77,0,0.000000
15,178,0.003335,12330,90,0.004419,7188,0,90,0,0.000000
16,200,0.003276,13869,99,0.003488,7904,0,99,0,0.000000
17,232,0.002699,16094,116,0.003184,9256,0,116,0,0.000000
18,190,0.003441,13176,96,0.003573,7662,0,96,0,0.000000
19,189,0.003346,13124,94,0.003908,7486,0,94,0,0.000000
20,198,0.003233,13755,99,0.003588,7898,0,99,0,0.000000
21,196,0.003224,13586,98,0.003726,7822,0,98,0,0.000000
22,192,0.003355,13322,96,0.003519,7672,0,96,0,0.000000
23,168,0.004108,11638,84,0.003821,6706,0,84,0,0.000000
24,181,0.003436,12563,91,0.003961,7254,0,91,0,0.000000
25,211,0.003243,14658,105,0.003051,8364,0,105,0,0.000000
26,223,0.003047,15479,112,0.002854,8942,0,112,0,0.000000
27,216,0.003082,14984,108,0.003014,8616,0,108,0,0.000000
28,196,0.003545,13598,98,0.003132,7822,0,98,0,0.000000
29,258,0.002597,17909,129,0.002505,10284,0,129,0,0.000000
30,215,0.003171,14911,107,0.002929,8544,0,107,0,0.000000
31,187,0.003712,12981,94,0.003245,7504,0,94,0,0.000000
32,202,0.003230,14024,100,0.003404,7978,0,100,0,0.000000
33,219,0.003083,15202,110,0.002934,8762,0,110,0,0.000000
34,258,0.002470,17898,129,0.002800,10276,0,129,0,0.000000
35,273,0.002575,18951,136,0.002146,10848,0,136,0,0.000000
36,279,0.002359,19356,140,0.002356,11180,0,140,0,0.000000
37,297,0.002379,20589,148,0.001987,11800,0,148,0,0.000000
38,262,0.002597,18190,131,0.002426,10454,0,131,0,0.000000
39,268,0.002486,18602,134,0.002432,10680,0,134,0,0.000000
40,274,0.002431,19006,138,0.002413,11018,0,138,0,0.000000
41,226,0.002815,15692,112,0.003177,8944,0,112,0,0.000000
42,268,0.002469,18576,134,0.002523,10704,0,134,0,0.000000
43,262,0.002637,18202,131,0.002323,10436,0,131,0,0.000000
44,272,0.002453,18890,137,0.002403,10942,0,137,0,0.000000
45,259,0.002633,17978,129,0.002434,10286,0,129,0,0.000000
46,277,0.002328,19229,138,0.002547,11008,0,138,0,0.000000
47,280,0.002330,19421,141,0.002424,11240,0,141,0,0.000000
48,275,0.002395,19075,137,0.002444,10928,0,137,0,0.000000
49,261,0.002680,18114,131,0.002287,10442,0,131,0,0.000000
50,1,0.006521,69,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   0.340,0.46
   0.350,1.26
   0.360,2.50
   0.370,4.36
   0.380,7.22
   0.390,11.51
   0.400,15.48
   0.410,19.24
   0.420,22.18
   0.430,24.60
   0.440,26.87
   0.450,28.66
   0.460,30.24
   0.470,31.62
   0.480,32.75
   0.490,33.85
   0.500,34.85
   0.510,35.82
   0.520,36.69
   0.530,37.45
   0.540,37.91
   0.550,38.43
   0.560,39.00
   0.570,39.44
   0.580,39.81
   0.590,40.20
   0.600,40.47
   0.610,40.81
   0.620,41.05
   0.630,41.27
   0.640,41.51
   0.650,41.64
   0.660,41.87
   0.670,41.99
   0.680,42.15
   0.690,42.28
   0.700,42.44
   0.710,42.56
   0.720,42.76
   0.730,42.86
   0.740,43.02
   0.750,43.22
   0.760,43.25
   0.770,43.41
   0.780,43.54
   0.790,43.73
   0.800,43.87
   0.810,43.94
   0.820,44.09
   0.830,44.25
   0.840,44.41
   0.850,44.53
   0.860,44.65
   0.870,44.74
   0.880,44.92
   0.890,45.06
   0.900,45.19
   0.910,45.34
   0.920,45.59
   0.930,45.77
   0.940,45.89
   0.950,46.00
   0.960,46.09
   0.970,46.21
   0.980,46.36
   0.990,46.43
   1.000,46.98
   1.100,47.70
   1.200,48.20
   1.300,48.91
   1.400,49.69
   1.500,50.13
   1.600,51.21
   1.700,52.21
   1.800,53.17
   1.900,54.64
   2.000,55.70
   2.100,56.52
   2.200,57.35
   2.300,58.31
   2.400,59.27
   2.500,60.10
   2.600,60.84
   2.700,61.66
   2.800,62.56
   2.900,63.29
   3.000,64.16
   3.100,64.98
   3.200,65.86
   3.300,66.89
   3.400,67.88
   3.500,68.93
   3.600,69.76
   3.700,70.58
   3.800,71.80
   3.900,73.12
   4.000,74.37
   4.100,75.60
   4.200,76.57
   4.300,77.41
   4.400,78.08
   4.500,78.72
   4.600,79.25
   4.700,79.69
   4.800,80.17
   4.900,80.60
   5.000,81.01
   5.100,81.52
   5.200,81.88
   5.300,82.25
   5.400,82.64
   5.500,83.08
   5.600,83.47
   5.700,83.79
   5.800,84.31
   5.900,84.61
   6.000,85.02
   6.100,85.39
   6.200,85.71
   6.300,85.95
   6.400,86.24
   6.500,86.56
   6.600,86.74
   6.700,87.11
   6.800,87.32
   6.900,87.68
   7.000,87.89
   7.100,88.21
   7.200,88.54
   7.300,88.85
   7.400,89.13
   7.500,89.43
   7.600,89.68
   7.700,90.02
   7.800,90.41
   7.900,90.87
   8.000,91.33
   8.100,91.74
   8.200,92.00
   8.300,92.23
   8.400,92.39
   8.500,92.69
   8.600,92.87
   8.700,93.15
   8.800,93.21
   8.900,93.31
   9.000,93.47
   9.100,93.67
   9.200,93.81
   9.300,93.90
   9.400,93.92
   9.500,94.04
   9.600,94.22
   9.700,94.41
   9.800,94.48
   9.900,94.57
  10.000,95.00
  11.000,96.12
  12.000,97.32
  13.000,97.71
  14.000,98.12
  15.000,98.62
  16.000,99.06
  17.000,99.15
  18.000,99.31
  19.000,99.52
  20.000,99.66
  21.000,99.72
  22.000,99.79
  23.000,99.84
  24.000,99.86
  25.000,99.91
  26.000,99.93
  27.000,99.98
  44.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   0.330,0.06
   0.340,0.42
   0.350,1.84
   0.360,3.45
   0.370,5.55
   0.380,8.43
   0.390,12.87
   0.400,17.12
   0.410,20.19
   0.420,22.95
   0.430,25.34
   0.440,27.26
   0.450,28.96
   0.460,30.32
   0.470,31.78
   0.480,33.13
   0.490,34.21
   0.500,35.16
   0.510,36.06
   0.520,36.81
   0.530,37.60
   0.540,38.20
   0.550,38.78
   0.560,39.31
   0.570,39.71
   0.580,40.01
   0.590,40.41
   0.600,40.67
   0.610,40.94
   0.620,41.15
   0.630,41.41
   0.640,41.66
   0.650,41.93
   0.660,42.18
   0.670,42.34
   0.680,42.56
   0.690,42.71
   0.700,42.88
   0.710,43.04
   0.720,43.25
   0.730,43.38
   0.740,43.55
   0.750,43.75
   0.760,43.93
   0.770,44.19
   0.780,44.37
   0.790,44.54
   0.800,44.74
   0.810,44.93
   0.820,45.07
   0.830,45.23
   0.840,45.38
   0.850,45.50
   0.860,45.63
   0.870,45.76
   0.880,45.86
   0.890,46.03
   0.900,46.12
   0.910,46.32
   0.920,46.47
   0.930,46.60
   0.940,46.70
   0.950,46.82
   0.960,46.88
   0.970,46.98
   0.980,47.06
   0.990,47.14
   1.000,47.78
   1.100,48.41
   1.200,49.16
   1.300,49.73
   1.400,50.49
   1.500,51.23
   1.600,52.15
   1.700,53.15
   1.800,54.26
   1.900,55.54
   2.000,56.61
   2.100,57.51
   2.200,58.29
   2.300,59.13
   2.400,59.95
   2.500,61.02
   2.600,61.88
   2.700,62.74
   2.800,63.62
   2.900,64.39
   3.000,65.24
   3.100,66.13
   3.200,66.96
   3.300,67.90
   3.400,68.95
   3.500,69.81
   3.600,70.66
   3.700,71.72
   3.800,72.67
   3.900,73.77
   4.000,74.88
   4.100,75.80
   4.200,76.65
   4.300,77.31
   4.400,78.00
   4.500,78.48
   4.600,78.95
   4.700,79.40
   4.800,79.81
   4.900,80.26
   5.000,80.71
   5.100,81.18
   5.200,81.55
   5.300,81.89
   5.400,82.40
   5.500,82.74
   5.600,83.03
   5.700,83.38
   5.800,83.69
   5.900,84.06
   6.000,84.41
   6.100,84.77
   6.200,85.12
   6.300,85.48
   6.400,85.81
   6.500,86.12
   6.600,86.43
   6.700,86.67
   6.800,87.03
   6.900,87.32
   7.000,87.67
   7.100,88.01
   7.200,88.33
   7.300,88.70
   7.400,89.01
   7.500,89.35
   7.600,89.58
   7.700,89.94
   7.800,90.33
   7.900,90.66
   8.000,91.02
   8.100,91.36
   8.200,91.70
   8.300,92.05
   8.400,92.22
   8.500,92.40
   8.600,92.61
   8.700,92.75
   8.800,92.92
   8.900,93.03
   9.000,93.15
   9.100,93.29
   9.200,93.36
   9.300,93.45
   9.400,93.60
   9.500,93.74
   9.600,93.86
   9.700,94.06
   9.800,94.15
   9.900,94.27
  10.000,94.89
  11.000,96.20
  12.000,97.57
  13.000,98.05
  14.000,98.50
  15.000,98.84
  16.000,99.14
  17.000,99.34
  18.000,99.49
  19.000,99.58
  20.000,99.67
  21.000,99.72
  22.000,99.79
  23.000,99.82
  24.000,99.84
  25.000,99.87
  26.000,99.88
  27.000,99.89
  28.000,99.90
  29.000,99.92
  31.000,99.93
  32.000,99.95
  34.000,99.96
  35.000,99.96
  37.000,99.97
  39.000,99.98
  40.000,99.99
  56.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
