Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,248,0.002767,17209,123,0.002467,9824,0,123,0,0.000000
1,224,0.003066,15557,112,0.002769,8946,0,112,0,0.000000
2,215,0.003105,14939,108,0.003045,8614,0,108,0,0.000000
3,168,0.004251,11646,84,0.003322,6698,0,84,0,0.000000
4,210,0.003008,14570,105,0.003472,8392,0,105,0,0.000000
5,185,0.003761,12843,93,0.003293,7430,0,93,0,0.000000
6,212,0.003309,14710,105,0.002817,8374,0,105,0,0.000000
7,223,0.002879,15465,112,0.003123,8930,0,112,0,0.000000
8,208,0.003181,14432,104,0.003221,8290,0,104,0,0.000000
9,187,0.003500,12975,93,0.003623,7416,0,93,0,0.000000
10,230,0.002866,15959,115,0.002959,9176,0,115,0,0.000000
11,246,0.002672,17052,123,0.002786,9808,0,123,0,0.000000
12,196,0.003515,13605,98,0.003047,7822,0,98,0,0.000000
13,228,0.002765,15814,115,0.003251,9168,0,115,0,0.000000
14,156,0.004008,10836,77,0.004734,6144,0,77,0,0.000000
15,178,0.003360,12330,90,0.004304,7188,0,90,0,0.000000
16,200,0.003457,13869,99,0.003209,7904,0,99,0,0.000000
17,232,0.002832,16094,117,0.002895,9336,0,117,0,0.000000
18,190,0.003540,13176,95,0.003414,7582,0,95,0,0.000000
19,189,0.003527,13124,94,0.003548,7486,0,94,0,0.000000
20,197,0.003425,13686,99,0.003230,7898,0,99,0,0.000000
21,197,0.003144,13655,98,0.003860,7822,0,98,0,0.000000
22,192,0.003274,13322,96,0.003724,7672,0,96,0,0.000000
23,167,0.004070,11569,84,0.003864,6706,0,84,0,0.000000
24,182,0.003554,12632,91,0.003818,7254,0,91,0,0.000000
25,210,0.003363,14589,105,0.002740,8364,0,105,0,0.000000
26,224,0.003151,15548,112,0.002623,8942,0,112,0,0.000000
27,216,0.003038,14984,107,0.003127,8536,0,107,0,0.000000
28,196,0.003455,13598,99,0.003239,7902,0,99,0,0.000000
29,258,0.002564,17909,128,0.002576,10204,0,128,0,0.000000
30,215,0.003236,14911,108,0.002823,8624,0,108,0,0.000000
31,187,0.003186,12981,93,0.004283,7424,0,93,0,0.000000
32,201,0.003290,13954,101,0.003286,8058,0,101,0,0.000000
33,219,0.002974,15202,110,0.003159,8762,0,110,0,0.000000
34,259,0.002509,17968,129,0.002708,10276,0,129,0,0.000000
35,272,0.002518,18882,136,0.002255,10848,0,136,0,0.000000
36,280,0.002501,19425,140,0.002102,11180,0,140,0,0.000000
37,297,0.002275,20589,148,0.002199,11800,0,148,0,0.000000
38,261,0.002707,18120,131,0.002197,10454,0,131,0,0.000000
39,268,0.002540,18603,134,0.002325,10680,0,134,0,0.000000
40,275,0.002501,19075,137,0.002251,10938,0,137,0,0.000000
41,226,0.002900,15692,113,0.003045,9024,0,113,0,0.000000
42,267,0.002398,18507,134,0.002646,10704,0,134,0,0.000000
43,262,0.002660,18202,131,0.002280,10436,0,131,0,0.000000
44,273,0.002392,18959,137,0.002508,10942,0,137,0,0.000000
45,259,0.002689,17978,129,0.002321,10286,0,129,0,0.000000
46,276,0.002520,19160,138,0.002168,11008,0,138,0,0.000000
47,281,0.002226,19490,141,0.002632,11240,0,141,0,0.000000
48,274,0.002494,19006,137,0.002258,10928,0,137,0,0.000000
49,262,0.002779,18183,130,0.002084,10362,0,130,0,0.000000
50,0,0.000000,0,1,0.002790,80,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   0.340,0.21
   0.350,1.10
   0.360,2.82
   0.370,4.66
   0.380,7.55
   0.390,11.42
   0.400,16.17
   0.410,19.52
   0.420,22.59
   0.430,24.93
   0.440,27.49
   0.450,29.37
   0.460,30.84
   0.470,32.33
   0.480,33.75
   0.490,35.09
   0.500,36.21
   0.510,37.10
   0.520,38.16
   0.530,38.85
   0.540,39.51
   0.550,40.06
   0.560,40.36
   0.570,40.75
   0.580,41.20
   0.590,41.53
   0.600,41.80
   0.610,42.10
   0.620,42.33
   0.630,42.58
   0.640,42.74
   0.650,43.02
   0.660,43.16
   0.670,43.36
   0.680,43.57
   0.690,43.71
   0.700,43.87
   0.710,44.00
   0.720,44.21
   0.730,44.35
   0.740,44.48
   0.750,44.64
   0.760,44.83
   0.770,45.01
   0.780,45.13
   0.790,45.31
   0.800,45.47
   0.810,45.70
   0.820,45.84
   0.830,45.95
   0.840,46.07
   0.850,46.23
   0.860,46.36
   0.870,46.46
   0.880,46.64
   0.890,46.82
   0.900,46.85
   0.910,46.96
   0.920,47.10
   0.930,47.17
   0.940,47.30
   0.950,47.40
   0.960,47.47
   0.970,47.69
   0.980,47.81
   0.990,47.85
   1.000,48.45
   1.100,49.28
   1.200,49.96
   1.300,50.49
   1.400,51.27
   1.500,51.91
   1.600,52.88
   1.700,53.87
   1.800,54.81
   1.900,55.99
   2.000,57.19
   2.100,57.92
   2.200,58.79
   2.300,59.80
   2.400,60.83
   2.500,61.68
   2.600,62.51
   2.700,63.22
   2.800,63.95
   2.900,64.67
   3.000,65.44
   3.100,66.09
   3.200,66.98
   3.300,68.01
   3.400,69.05
   3.500,70.05
   3.600,70.92
   3.700,71.75
   3.800,72.64
   3.900,73.88
   4.000,74.75
   4.100,75.63
   4.200,76.61
   4.300,77.35
   4.400,77.99
   4.500,78.60
   4.600,79.20
   4.700,79.57
   4.800,80.01
   4.900,80.46
   5.000,80.83
   5.100,81.26
   5.200,81.68
   5.300,82.18
   5.400,82.57
   5.500,83.08
   5.600,83.37
   5.700,83.67
   5.800,83.93
   5.900,84.20
   6.000,84.57
   6.100,85.03
   6.200,85.33
   6.300,85.74
   6.400,86.03
   6.500,86.24
   6.600,86.54
   6.700,86.91
   6.800,87.14
   6.900,87.60
   7.000,87.94
   7.100,88.24
   7.200,88.63
   7.300,89.01
   7.400,89.34
   7.500,89.73
   7.600,90.02
   7.700,90.35
   7.800,90.73
   7.900,91.08
   8.000,91.49
   8.100,91.86
   8.200,92.02
   8.300,92.29
   8.400,92.53
   8.500,92.62
   8.600,92.75
   8.700,92.91
   8.800,93.00
   8.900,93.15
   9.000,93.28
   9.100,93.37
   9.200,93.51
   9.300,93.60
   9.400,93.69
   9.500,93.81
   9.600,93.95
   9.700,94.01
   9.800,94.11
   9.900,94.25
  10.000,95.02
  11.000,96.03
  12.000,97.50
  13.000,97.93
  14.000,98.24
  15.000,98.79
  16.000,99.13
  17.000,99.33
  18.000,99.45
  19.000,99.57
  20.000,99.72
  21.000,99.73
  22.000,99.80
  23.000,99.86
  24.000,99.88
  25.000,99.91
  27.000,99.93
  29.000,99.95
  32.000,99.96
  33.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   0.330,0.11
   0.340,0.63
   0.350,1.53
   0.360,3.07
   0.370,5.00
   0.380,7.92
   0.390,11.70
   0.400,15.91
   0.410,19.66
   0.420,22.63
   0.430,25.17
   0.440,27.13
   0.450,28.74
   0.460,30.22
   0.470,31.78
   0.480,33.04
   0.490,34.31
   0.500,35.21
   0.510,36.12
   0.520,36.84
